,text,date,user.username,Negative,Neutral,Positive
148,Expanding Caddick Group tops Â£500m turnover dlvr.it/T6d9V8,"May 9, 2024 Â· 6:32 AM UTC",@ConstructionEnq,0.0030526537,0.5560887,0.44085866
149,Structure Tone returns to profit dlvr.it/T6d94l,"May 9, 2024 Â· 6:27 AM UTC",@ConstructionEnq,0.028611569,0.88412064,0.08726782
150,Dual student towers plan for Birmingham Gun Quarter dlvr.it/T6d92w,"May 9, 2024 Â· 6:27 AM UTC",@ConstructionEnq,0.03682166,0.9320795,0.031098843
151,Government set to fund Â£1bn final HS2 London tunnel drive dlvr.it/T6ZhrN,"May 8, 2024 Â· 7:55 AM UTC",@ConstructionEnq,0.011326074,0.8552265,0.13344744
152,Developer fails hitting London builder and consultants for Â£2.6m dlvr.it/T6ZYyZ,"May 8, 2024 Â· 6:41 AM UTC",@ConstructionEnq,0.6845622,0.30174595,0.013691841
153,Bidding open for Â£800m professional services framework dlvr.it/T6ZYwz,"May 8, 2024 Â· 6:41 AM UTC",@ConstructionEnq,0.020830184,0.92132014,0.057849657
154,G&H Group lands Â£10m+ M&E package from JJ Rhatigan dlvr.it/T6ZYXT,"May 8, 2024 Â· 6:35 AM UTC",@ConstructionEnq,0.0051132496,0.8772008,0.1176859
155,Stricken road sweeper specialist rescued dlvr.it/T6ZYVj,"May 8, 2024 Â· 6:35 AM UTC",@ConstructionEnq,0.03762018,0.8580963,0.10428346
156,Amazon fires up Big-Box market with Â£500m job dlvr.it/T6ZWZD,"May 8, 2024 Â· 6:13 AM UTC",@ConstructionEnq,0.05118662,0.56348014,0.38533327
157,Costain highways lead joins Buro Happold dlvr.it/T6ZWY1,"May 8, 2024 Â· 6:13 AM UTC",@ConstructionEnq,0.03341381,0.91971236,0.04687381
158,SRL appoints Mark Eburne as CEO dlvr.it/T6Ym6J,"May 7, 2024 Â· 8:53 PM UTC",@ConstructionEnq,0.015277481,0.91051656,0.074206
159,Conquip BulkX makes site excavations easier dlvr.it/T6XRdH,"May 7, 2024 Â· 11:07 AM UTC",@ConstructionEnq,0.0048043556,0.26652503,0.72867066
160,Construction buyers see fastest growth for 14 months dlvr.it/T6XHTv,"May 7, 2024 Â· 9:58 AM UTC",@ConstructionEnq,0.002583294,0.2541953,0.7432214
161,Trio of builders win Kingâ€™s Award for sustainability dlvr.it/T6X0Kz,"May 7, 2024 Â· 7:30 AM UTC",@ConstructionEnq,0.002405812,0.30928534,0.68830884
162,Go Modular Technologies files administration notice dlvr.it/T6Wz7Y,"May 7, 2024 Â· 7:17 AM UTC",@ConstructionEnq,0.0976905,0.8679655,0.034344006
163,Kent police seize huge haul of stolen site tools dlvr.it/T6Wz3h,"May 7, 2024 Â· 7:17 AM UTC",@ConstructionEnq,0.5330035,0.44220605,0.024790427
164,Cladding firm went down owing supply chain Â£7.7m dlvr.it/T6Ww5x,"May 7, 2024 Â· 6:49 AM UTC",@ConstructionEnq,0.67135555,0.31404546,0.014598955
165,Rydon dogged by legacy fire safety remediation cost dlvr.it/T6WvPK,"May 7, 2024 Â· 6:40 AM UTC",@ConstructionEnq,0.28995416,0.683215,0.02683075
166,Robertson names new Northern construction chiefs dlvr.it/T6WvN2,"May 7, 2024 Â· 6:40 AM UTC",@ConstructionEnq,0.0475871,0.9252544,0.027158517
167,Carpenter killed by falling timber frame panels dlvr.it/T6MYf0,"May 3, 2024 Â· 12:22 PM UTC",@ConstructionEnq,0.8515896,0.14402801,0.004382361
168,Anglian Homes rides in to finish crashed Everest contracts dlvr.it/T6M2cv,"May 3, 2024 Â· 8:18 AM UTC",@ConstructionEnq,0.10366942,0.8596098,0.036720745
169,Final work starts to connect super sewer to London system dlvr.it/T6Lv5Q,"May 3, 2024 Â· 7:03 AM UTC",@ConstructionEnq,0.04903171,0.91379946,0.037168823
170,Road sweeper specialist files administration notice dlvr.it/T6Lv4W,"May 3, 2024 Â· 7:03 AM UTC",@ConstructionEnq,0.16565028,0.8069688,0.027380856
171,Legal challenge launched against Â£1.5bn A66 dualling dlvr.it/T6LtjB,"May 3, 2024 Â· 6:58 AM UTC",@ConstructionEnq,0.47455737,0.5099941,0.015448492
172,McAlpine appoints MD to grow ventures business dlvr.it/T6K36M,"May 2, 2024 Â· 12:59 PM UTC",@ConstructionEnq,0.00983952,0.84292084,0.14723967
173,John F Hunt wins 24-storey Battersea tower dlvr.it/T6JmJf,"May 2, 2024 Â· 10:58 AM UTC",@ConstructionEnq,0.014843107,0.8099132,0.1752437
174,William Hare wins steelwork on Â£500m Broadgate towers dlvr.it/T6JhHY,"May 2, 2024 Â· 10:19 AM UTC",@ConstructionEnq,0.007944955,0.6769061,0.31514898
175,BAM Co-op Live Arena opening delayed yet again dlvr.it/T6JNBJ,"May 2, 2024 Â· 7:49 AM UTC",@ConstructionEnq,0.48007023,0.49568182,0.024247939
176,Contractors wanted for Â£800m highways deal dlvr.it/T6JKZ0,"May 2, 2024 Â· 7:19 AM UTC",@ConstructionEnq,0.06342938,0.90108776,0.03548288
177,Turkish insulation panel maker to build Â£45m UK factory dlvr.it/T6JFvW,"May 2, 2024 Â· 6:39 AM UTC",@ConstructionEnq,0.05250306,0.90840304,0.03909393
178,Galliford Try names group head of infrastructure dlvr.it/T6JF1c,"May 2, 2024 Â· 6:30 AM UTC",@ConstructionEnq,0.07531338,0.88911057,0.03557603
179,Trio of new products from Altrad RMD Kwikform dlvr.it/T6Gs7L,"May 1, 2024 Â· 3:33 PM UTC",@ConstructionEnq,0.008360992,0.9229647,0.068674386
180,text,date,user.username,0.25457582,0.51131296,0.23411128
181,"Gain innovative ideas from across the industry and influence your supply chain in a collaborative effort to reduce carbon throughout the design, build and management of assets. Secure your place on 16-17 July https://bit.ly/3IY97gN","Jun 12, 2024 Â· 11:00 AM UTC",@CNplus,0.0056601893,0.29161912,0.70272076
182,Not long left until entries to the #CNWorkforce Awards 2024 ends 21 June. Don't miss out on this incredible opportunity to showcase and celebrate the people behind the projects of your workforce organisation. Enter now: https://bit.ly/4cVKjn5,"Jun 11, 2024 Â· 7:00 AM UTC",@CNplus,0.001016189,0.032341216,0.9666426
183,"Join us to discover the latest trends, the developments shaping the sector and the challenges that the sector needs to overcome to meet demand and deliver the next generation of science and research real estate. Find out more: https://bit.ly/3PrzQFV","Jun 7, 2024 Â· 7:00 AM UTC",@CNplus,0.0058826674,0.58786297,0.40625432
184,"ğŸš€ Less than a month to go! Craft your TechFest entry with a compelling story: ğŸŒŸ Begin with your innovationâ€™s sparkğŸ” Detail its standout implementation, and ğŸ† Share the impactful results. Remember, clarity and preparation are key! #TechFestTips https://techfest.newcivilengineer.com/techfest2024/en/page/awards#hints-and-tips","Jun 6, 2024 Â· 7:20 AM UTC",@CNplus,0.002253251,0.12888406,0.8688627
185,"â°TWO WEEKS LEFT TO ENTER #CNWorkforce Awards 2024  Celebrate success across your business and project teams, reward outstanding work and boost team morale by entering in one or multiple category.  Entries close 21 June 2024 so make a start today! https://bit.ly/4cVKjn5","Jun 5, 2024 Â· 11:00 AM UTC",@CNplus,0.0015006847,0.0781408,0.92035854
186,ğŸš€ Propel your brand to the forefront of the construction & engineering world by sponsoring the TechFest Awards. Connect with industry leaders and showcase your innovations. #TechFestSponsor #BuildTheFuture watch the video to hear from last year's sponsors https://www.youtube.com/watch?v=24syOH4Kg8s,"Jun 4, 2024 Â· 12:00 PM UTC",@CNplus,0.0022935069,0.20190746,0.7957991
187,"Join your peers in celebrating the very best in the industry recognising and rewarding the People, Pride and Passion within construction. Be part of the celebration and book your place today https://bit.ly/3VcuL8d","Jun 4, 2024 Â· 7:00 AM UTC",@CNplus,0.0008608795,0.029132772,0.97000635
188,"Gain practical insights into biodiversity net gain, retrofit solutions, and circular economy principles, empowering you to lead your organisation towards net-zero carbon goals with CN Decarbonising Construction virtual conference on 16-17 July https://bit.ly/3IY97gN","Jun 3, 2024 Â· 11:00 AM UTC",@CNplus,0.00334487,0.3538874,0.64276767
189,Elevate your organisation's profile and showcase your workforce talent by entering the #CNWorkforce Awards 2024. Celebrating the people behind the projects and submit your entry by Friday 21 June https://bit.ly/4cVKjn5 #constructionnews #innovation #initiatives,"May 31, 2024 Â· 3:02 PM UTC",@CNplus,0.0015261502,0.14221407,0.85625976
190,"Join Construction News and  HSO, for a free webinar to discover how a partnership with Microsoft can ensure you have a 360-degree of your business, all while driving efficiency levels and collaboration across your firm  Register today: https://ow.ly/kWzs50S1Sri","May 31, 2024 Â· 2:00 PM UTC",@CNplus,0.0017305993,0.124942034,0.8733274
191,ğŸŒŸ Dive into a world of ingenuity! Explore last yearâ€™s TechFest Award nominees and get your creative gears turning. Click Find out more. Nominate yourselves or your colleagues #Innovation #Engineering #Construction #Tech https://techfest.newcivilengineer.com/techfest2024/en/page/2023-winners,"May 30, 2024 Â· 7:00 AM UTC",@CNplus,0.0026221655,0.19642106,0.8009568
192,"Lendlease Group is confident of selling its UK operation by the end of next year, it said today after announcing it was withdrawing from construction markets outside of Australia. https://www.constructionnews.co.uk/contractors/lendlease/lendlease-to-pull-out-of-uk-construction-market-28-05-2024/ #building #construction #news","May 28, 2024 Â· 12:59 PM UTC",@CNplus,0.0063987733,0.35774517,0.6358561
193,"Hear Ben Vogel, Charles Pacey, senior associate in Mayer Brownâ€™s construction team and Sasha Pirbhai, partner in the construction team at Devonshires dive into the new Joint Contracts Tribunal suite, in particular the Design and Build family.    Listen now https://ow.ly/nX6j50RQO9n","May 28, 2024 Â· 11:00 AM UTC",@CNplus,0.03281121,0.87447596,0.092712805
194,A senior executive at construction firm Mace is looking to swap construction for legislation by standing as a Labour candidate in the forthcoming UK general election.  https://www.constructionnews.co.uk/government/mace-director-launches-bid-to-become-labour-mp-24-05-2024/,"May 24, 2024 Â· 12:15 PM UTC",@CNplus,0.04452901,0.8815523,0.07391869
195,ğŸš€Elevate your companyâ€™s profile and attract top talent by entering the #TechFest2024 Awards. Show the world youâ€™re at the forefront of tech innovation in the built environment. Watch highlights from last year's event for inspiration #TechTalent https://www.youtube.com/watch?v=VFCiznC-AP8&t,"May 23, 2024 Â· 5:01 PM UTC",@CNplus,0.0017357537,0.11499509,0.8832692
196,"The final report of the inquiry into the Grenfell Tower fire will be released in just over three monthsâ€™ time, more than seven years after the tragedy that killed 72 people. https://www.constructionnews.co.uk/buildings/building-safety/date-named-for-publication-of-final-grenfell-report-23-05-2024/","May 23, 2024 Â· 2:48 PM UTC",@CNplus,0.5594036,0.40338227,0.03721416
197,ğŸ‡ â­ We are delighted to announce the shortlist for the hashtag #CNSpecialists Awards 2024! â­  Thank you to everyone who entered and congratulations to all those who have made the shortlist. To discover our finalists visit our website: https://bit.ly/4aCIlpo,"May 23, 2024 Â· 11:48 AM UTC",@CNplus,0.0007339665,0.013468848,0.9857972
198,Manchester City north stand building firm confirmed https://www.constructionnews.co.uk/buildings/sisk-confirms-300m-man-city-stand-win-23-05-2024/,"May 22, 2024 Â· 11:07 PM UTC",@CNplus,0.019290159,0.81272,0.16798985
199,"â³Deadline for Inspiring Women in Construction & Engineering Awards ends midnight!  Showcase your achievement within the industry and celebrate your peers, projects and initiatives. Submit your entry now: https://bit.ly/3Tbxdt7","May 17, 2024 Â· 10:45 AM UTC",@CNplus,0.0017783854,0.13213955,0.86608213
200,Did you miss this announcement on Friday?  We've extended the deadline to enter this year's British Construction Industry Awards to Friday 24 May.  They are the most prestigious in the built environment sector.  Enter now ğŸ‘‰ https://bcia.newcivilengineer.com/2024/en/page/home #BCIAwards #constructionawards,"May 14, 2024 Â· 11:30 AM UTC",@CNplus,0.0028446233,0.13570186,0.86145353
201,â³Don't forget you have next week to submit your entries #IWCE  Showcase your outstanding contribution and reward your team by Friday 17 May! Be in the chance of winning one or multiple awards. https://bit.ly/3Tbxdt7,"May 10, 2024 Â· 7:00 AM UTC",@CNplus,0.0015347389,0.075083025,0.9233822
202,We're delighted @CITB_UK to be sponsoring #CNDecarbonising  Book your place before Friday 10 May to save Â£150 on your conference pass. Delve into the latest strategies driving sustainability in the construction industry on 16-17 July. https://bit.ly/3IY97gN,"May 8, 2024 Â· 3:02 PM UTC",@CNplus,0.0008929197,0.025307639,0.9737994
203,"Mark Reynolds is stepping down as chief executive of Mace after more than 12 years at the helm, amid a massive governance shake-up at the tier one contractor. https://www.constructionnews.co.uk/peoplemoves/mark-reynolds-to-step-down-as-mace-chief-executive-08-05-2024/ #construction #news #mace #building","May 8, 2024 Â· 8:05 AM UTC",@CNplus,0.17533247,0.75998783,0.06467972
204,"A north-east London hospital the government promised would be built by 2030 is set to miss the deadline, a project boss has admitted. https://www.constructionnews.co.uk/buildings/1bn-hospital-highly-unlikely-to-be-built-by-deadline-03-05-2024/","May 3, 2024 Â· 1:03 PM UTC",@CNplus,0.691613,0.28356895,0.024818055
205,*** Time is running out to enter this year's awards! ***  - 10 categories that recognise successfully delivered project outcomes - 9 categories that showcase best practice during project delivery  Complete your entry today - https://bcia.newcivilengineer.com/2024/en/page/home @ICE_engineers #BCIAwards,"May 3, 2024 Â· 7:55 AM UTC",@CNplus,0.0067209327,0.2713878,0.7218913
206,Join this two-day virtual conference and learn what major clients and contractors are doing to decarbonise construction and hear innovative solutions that can be applied to your project today. Save Â£150 when you book before 10 May https://bit.ly/3IY97gN #constructionnews,"May 3, 2024 Â· 7:01 AM UTC",@CNplus,0.00770081,0.32946756,0.66283154
207,"Bam Construction discovered ductwork problems at its thrice-delayed Â£365m Manchester arena project during acoustic tests last month, Construction News can reveal. https://www.constructionnews.co.uk/sections/news/bam-aware-of-manchester-arena-ductwork-issues-weeks-ago-02-05-2024/ #CoopArena #manchester","May 2, 2024 Â· 12:56 PM UTC",@CNplus,0.7525873,0.23206547,0.015347156
208,9 days until the entry deadline for this year's British Construction Industry Awards.  Call Sara on 020 3953 2819 or Ben on 020 3953 2653 who will happy to help you with your entry.  https://bcia.newcivilengineer.com/2024/en/page/categories #BCIAwards @ICE_engineers,"May 1, 2024 Â· 7:45 PM UTC",@CNplus,0.009018197,0.46985504,0.52112675
209,"New podcast on AI in the supply chain. Listen to hear @CNplus deputy editor Ben Vogel, Lee Daggatt, group IT director @wearespeedy and Richard Potter, chief executive @peak_ai, at the Speedy Expo 2024 in Liverpool.  Listen to podcast now https://ow.ly/YBeJ50Rn0bT","Apr 30, 2024 Â· 11:00 AM UTC",@CNplus,0.0041952897,0.5531708,0.44263396
210,ğŸ“¢Sponsor onboard | #CNAwards  We're excited to announce another sponsor to join CN Awards is @AldermoreBank sponsoring Best Product Innovation category 2024. Position your company amongst the best in the industry on 11 July in London. Book your place now https://bit.ly/3VcuL8d,"Apr 25, 2024 Â· 12:30 PM UTC",@CNplus,0.0006304068,0.025136542,0.97423303
211,"2.ğŸ† â€œCalling all tech pioneers in civil engineering & construction! The #TechFest2024 Awards are your stage to shine. With categories celebrating tech-driven progress, this is your chance to highlight your achievements. Enter now and stand out! https://techfest.newcivilengineer.com/techfest2024/en/page/enter-now#enter-now","Apr 24, 2024 Â· 12:01 PM UTC",@CNplus,0.00086576445,0.051019628,0.94811463
212,"UK Parliament renewal leaders quit: Both client-side bodies running the programme to repair the Palace of Westminster are losing their chief executives simultaneously, Construction News has learnt. https://www.constructionnews.co.uk/buildings/parliament-renewal-programme-leaders-quit-22-04-2024/ #construction #parliament","Apr 22, 2024 Â· 12:46 PM UTC",@CNplus,0.72463584,0.25449184,0.020872258
213,ğŸ“¢Sponsor Spotlight | #CNAwards  We're delighted to announce @buildots is sponsoring Contractor of the Year (turnover Â£500m) category 2024. Showcase your achievements to the wider industry on 11 July in London. Places still available https://bit.ly/3VcuL8d #constructionnews,"Apr 22, 2024 Â· 12:25 PM UTC",@CNplus,0.000788282,0.029485602,0.9697261
214,"Work to repair parliamentâ€™s tallest structure, the Victoria Tower, faces a yearâ€™s delay due to a botched procurement process https://www.constructionnews.co.uk/buildings/parliament-tower-refurb-delayed-after-tender-blunder-19-04-2024/ #construction #building #parliament","Apr 19, 2024 Â· 11:53 AM UTC",@CNplus,0.7291836,0.24522251,0.02559393
215,"Contracting firm Geoffrey Osborne has filed for administration, but says it is in talks to sell the business to new owners. https://www.constructionnews.co.uk/financial/administrations/geoffrey-osborne-files-for-administration-19-04-2024/ #construction #Building","Apr 19, 2024 Â· 11:23 AM UTC",@CNplus,0.11162235,0.84802085,0.04035681
216,ğŸŒŸReady to showcase your innovative solutions in construction and engineering? Enter the #TechFest2024 Awards and gain national recognition for your groundbreaking work! Elevate your brand and be celebrated by industry leaders. #Innovation ğŸŒŸhttps://techfest.newcivilengineer.com/techfest2024/en/page/enter-now#enter-now,"Apr 17, 2024 Â· 12:02 PM UTC",@CNplus,0.0009573152,0.05889238,0.9401503
217,ğŸ“¢New sponsor | CN Awards  We are excited to announce @Tilbury_Douglas is sponsoring the Client of the Year awards 2024. #CNAwards There's still time to book your place and celebrate your achievements with team members and industry experts https://bit.ly/3VcuL8d,"Apr 16, 2024 Â· 12:15 PM UTC",@CNplus,0.0006983607,0.017456423,0.98184526
218,SPONSORED POST | Rethinking the housing crisis â€“ three radical ideas to fix the current trajectory  @cisl_cambridge course director Dr Kayla Friedman on addressing the UK's housing situation    #business #construction #sustainability #sponsoredcontent https://www.constructionnews.co.uk/sponsored/rethinking-the-housing-crisis-three-radical-ideas-to-fix-the-current-trajectory-15-04-2024/,"Apr 15, 2024 Â· 2:24 PM UTC",@CNplus,0.0450248,0.765166,0.1898093
219,"ENTRIES ARE NOW OPEN!  Returning for 2024, the #CNWorkforce awards are aimed at recognising the outstanding achievements of those striving to make the construction industry and their organisations great places to work. Discover more https://bit.ly/4cVKjn5 #constructionnews","Apr 15, 2024 Â· 7:00 AM UTC",@CNplus,0.0011050932,0.057704173,0.9411907
220,The final report into the Grenfell Tower fire has been delayed for a third time â€“ with its expected publication now pushed later into the summer. https://www.constructionnews.co.uk/buildings/building-safety/final-grenfell-tower-report-delayed-once-again-11-04-2024/,"Apr 11, 2024 Â· 4:23 PM UTC",@CNplus,0.60280895,0.37445763,0.022733374
221,text,date,user.username,0.25457582,0.51131296,0.23411128
222,"Mark your calendars for 19 June! Our webinar, ""Beyond Snagging: Maximising Site Management Workflows with Digital Tools,"" will explore real-world case studies showcasing the power of Trimble's Field View. Don't miss out! https://bit.ly/3yMChgU #DigitalConstruction","Jun 12, 2024 Â· 9:00 AM UTC",@BuildingNews,0.0009782452,0.07885312,0.92016864
223,"â€œBuilding liability orders broaden potential liability exposure forâ€¦ associated companies, which were not directly involved [and] may not even have existed at the time could be held jointly and severally liableâ€ â€“ Sood Sood on #construction #law https://ow.ly/1BKa50SgGVx","Jun 12, 2024 Â· 8:46 AM UTC",@BuildingNews,0.39552477,0.56066215,0.04381309
224,"Tackle the challenges of decarbonisation and building safety in social housing. Our ""Every Person Counts"" panel will provide expert insights and solutions. ğŸ”— https://bit.ly/3WJMAfv #Decarbonisation #BuildingSafety #HTLive","Jun 12, 2024 Â· 8:10 AM UTC",@BuildingNews,0.016489292,0.44701576,0.53649503
225,"Join industry leaders at the Building the Future Conference for insights on sustainability, innovation, and collaboration. Explore topics like accelerating the net zero agenda, expediting building safety progress & modernising construction. Register now: https://bit.ly/3WEQk1Z","Jun 12, 2024 Â· 7:35 AM UTC",@BuildingNews,0.0033262826,0.29780757,0.6988661
226,Industry reacts to Conservative Partyâ€™s â€˜unbalancedâ€™ and â€˜frustratingâ€™ manifesto: Modest welcome for Help to Buy relaunch but Tories fail to impress with lack of planning reform dlvr.it/T895d6 #construction #news,"Jun 12, 2024 Â· 7:24 AM UTC",@BuildingNews,0.6523675,0.30493677,0.042695813
227,Wilkinson Eyreâ€™s plans to redevelop spy tunnels into visitor attraction get City approval: Scheme still needs Camden green light for final sign off dlvr.it/T890F4 #construction #news,"Jun 12, 2024 Â· 6:27 AM UTC",@BuildingNews,0.0372286,0.82813346,0.13463795
228,"Be part of Building's Top 150 Consultants survey for 2024! Share your insights on market conditions, skills, and industry trends. Submit your details and help create an accurate picture of the sector. [https://bit.ly/4bBoYxQ]","Jun 11, 2024 Â· 2:01 PM UTC",@BuildingNews,0.0071073407,0.560881,0.4320117
229,Be part of the conversation on accelerating the net zero agenda at the Building the Future Conference. Early-bird tickets are now available â€“ secure your spot today! https://bit.ly/3WEQk1Z #NetZero #SustainableFuture,"Jun 11, 2024 Â· 1:40 PM UTC",@BuildingNews,0.0014447883,0.18195817,0.8165971
230,Sunak pledges to revive Help To Buy at Conservative manifesto launch: Party also pledges to get major infrastructure projects signed off within 12 months dlvr.it/T87GzY #construction #news,"Jun 11, 2024 Â· 1:15 PM UTC",@BuildingNews,0.009208297,0.6310458,0.35974586
231,Turner & Townsend forecasts tender price inflation to fall to 3% this year: Consultant says falling materials prices and wage inflation behind drop dlvr.it/T87GyC #construction #news,"Jun 11, 2024 Â· 1:15 PM UTC",@BuildingNews,0.22300942,0.7236034,0.05338714
232,CIBSE appoints Arup board member as new president: Fiona Cousins takes over from Adrian Catchpole dlvr.it/T877bj #construction #news,"Jun 11, 2024 Â· 12:18 PM UTC",@BuildingNews,0.01617356,0.9064005,0.07742589
233,Main contract award on Â£900m London towers job due this autumn: Development manager Lipton Rogers still to settle on procurement options for 18 Blackfriars project dlvr.it/T877bQ #construction #news,"Jun 11, 2024 Â· 12:18 PM UTC",@BuildingNews,0.08052163,0.8896772,0.029801125
